name,provider_name,abn,slug,email,phone,website,government_listing_url,address_line_1,address_line_2,suburb,state,postcode,latitude,longitude,status,source_primary,facility_type,beds,one_line_description,long_description,overview_heading,provider_overview,accommodation_summary,pricing_summary,care_types,specialties,languages,room_types,feature_tags,other_tags,hero_badges,services_included,amenities,allied_health,food_highlights,visiting_hours,admissions_process,waiting_list_summary,transport_notes,nearby_hospitals,faq_items,review_summary,review_count,primary_photo_url,gallery_image_urls,rad_from,rad_to,dap_from,dap_to,availability_status,active_vacancies,website_says_vacancies,website_checked_at,website_source_url,facility_confirmed_vacancies,facility_confirmed_at,facility_confirmation_source,conflict_flag,verified_at,last_profile_scan_at,internal_notes,facility_row_id,primary_photo_id,gallery_photo_ids,primary_photo_local_path,gallery_photo_local_paths
Palm Lake Care Toowoomba,Palm Lake Care Operations Pty Ltd,,palm-lake-care-toowoomba,caresolutions@palmlake.com.au,1800 246 677,https://palmlakecare.com.au/toowoomba,https://www.myagedcare.gov.au/find-a-provider/search/0bbyznr6-palm-lake-care-operations-pty-ltd/aged-care-homes/palm-lake-care-toowoomba-hflg6pdkx9,149 HOGG Street,,CRANLEY,QLD,4350,,,active,myagedcare,residential_aged_care,,,Palm Lake Care Aged Caring Community is right next door to our spectacular Toowoomba Palm Lake Resort.,,,,,Dementia,,,Availability|Classic Suite|Premium Suite|Luxury Companion Suite,,,,Nursing|Medication management|Dietitian,,,$20/day spend; 55% satisfaction; prepared onsite,,,,,,,,,,,,,152.16,261.99,unknown,,unknown,,,unknown,,,,,2026-03-19T10:13:48.896Z,,,,,,
Crowley Retirement Village,,,crowley-retirement-village,kpotts@crowley.org.au,02 6686 5090,http://www.crowley.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/yv7rxsl-the-trustees-of-the-roman-catholic-church/aged-care-homes/crowley-retirement-village-l8p87h5b,154 Cherry Street,,BALLINA,NSW,2478,,,active,myagedcare,residential_aged_care,,,"Crowley Care Services is a leading, award winning aged care provider in Ballina. The organisation provides a range of services including supported residential accommodation, Independent Living apartments and villas and at Home Care services. Established in 1979, Crowley has developed from a traditional retirement village to a dynamic aged care provider.",,,,,,,,Availability|Classic|Deluxe|Deluxe Plus|Premium|Classic Plus|Premium Plus|Companion,,,,Nursing|Medication management|Dietitian,,,$20/day spend; 93% satisfaction; prepared onsite,,,,,,,,,,,,,73.36,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T10:14:07.202Z,,,,,,
Caloundra Place Care Community,DPG Services Pty Ltd,,caloundra-place-care-community,contact.centre@opalhealthcare.com.au,07 5390 0200,https://www.opalhealthcare.com.au/residential-aged-care/caloundra-place,https://www.myagedcare.gov.au/find-a-provider/search/ktnv8dqvmf-dpg-services-pty-ltd/aged-care-homes/caloundra-place-care-community-mlbgwkkz,4 LYON Street,,DICKY BEACH,QLD,4551,,,active,myagedcare,residential_aged_care,,,"Caloundra Place Care Community is well-positioned to enjoy the best that the beautiful Sunshine Coast has to offer. We are well known in the region for our ability to support residents living with complex needs. Our diverse mix of cultural heritage is a point of connection for residents, and our support group for family and friends, The Friendship Circle, is part of the heart of our Care Community.",,,,,,,,Availability|Classic|Standard Companion,,,,Nursing|Medication management,,,$12/day spend; 69% satisfaction; prepared onsite,,,,,,,,,,,,,80.69,114.23,unknown,,unknown,,,unknown,,,,,2026-03-19T10:14:24.053Z,,,,,,
Woombye Care,WOOMBYE CARE INC,,woombye-care,admissions@woombyecare.org.au,07 5458 3500,http://woombyecare.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/jmmkj848-woombye-care-incorporated/aged-care-homes/woombye-care-p5h5m6l6,26 Redmonds Road,,WOOMBYE,QLD,4559,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Nangarin Room|Blythswood Room|Opal & Topaz Rooms,,,,Nursing|Medication management,,,$11/day spend; 86% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T10:14:39.369Z,,,,,,
Glenbrook Racf Residential Permanent,Sunshine Coast Hospital and Health Service,,glenbrook-racf-residential-permanent,scglenbrookracf@health.qld.gov.au,07 5459 7700,,https://www.myagedcare.gov.au/find-a-provider/search/7923vff6-sunshine-coast-hospital-and-health-service/aged-care-homes/glenbrook-racf-residential-permanent-hwb7pwwh0,4 JACK Street,,NAMBOUR,QLD,4560,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room|Currently available|Single room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T10:14:50.001Z,,,,,,
Estia Health Nambour,Estia Investments Pty Ltd,,estia-health-nambour,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/nambour/,https://www.myagedcare.gov.au/find-a-provider/search/s669mlyw-estia-investments-pty-ltd/aged-care-homes/estia-health-nambour-5jfjlw3z,27 GLENBROOK Drive,,NAMBOUR,QLD,4560,,,active,myagedcare,residential_aged_care,,,"Estia Health Nambour is a welcoming and light-filled home, close to shops, hospitals and amenities, in the charming hinterland town of Nambour. One of our four aged care homes on the Sunshine Coast, it offers quality care from a friendly and well-respected team.",,,,,Residential respite,,,Availability|Currently available|Single room + ensuite|Currently available|Shared room + ensuite,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 65% satisfaction; prepared onsite,,,,,,,,,,,,,85.93,127.85,unknown,,unknown,,,unknown,,,,,2026-03-19T10:15:05.657Z,,,,,,
Voller Care Centre,Sundale Ltd,,voller-care-centre,rodvollermanager@sundale.org.au,07 5453 8333,http://www.sundale.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/1syfzx6g-sundale-ltd/aged-care-homes/voller-care-centre-rdbd54pg,98 Windsor Road,,BURNSIDE,QLD,4560,,,active,myagedcare,residential_aged_care,,,"Rod Voller is a 50 bed Residential Care home providing ageing in place. It is located on the grounds of Sundale's Rotary Garden Retirement Village, amongst beautiful garden surroundings. Each of the homes 50 single rooms are en-suited with external openings to individual patios.",,,,,,,,Availability|Single Ensuite,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 85% satisfaction; prepared onsite,,,,,,,,,,,,,136.23,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T10:15:20.944Z,,,,,,
Palm Lake Care Caloundra,Palm Lake Care Operations Pty Ltd,,palm-lake-care-caloundra,caresolutions@palmlake.com.au,1800 246 677,http://palmlakecare.com.au/caloundra,https://www.myagedcare.gov.au/find-a-provider/search/0bbyznr6-palm-lake-care-operations-pty-ltd/aged-care-homes/palm-lake-care-caloundra-wlhghztztz,95 VILLAGE Way,,LITTLE MOUNTAIN,QLD,4551,,,active,myagedcare,residential_aged_care,,,"Palm Lake Care Caloundra offers luxurious living that enhances residents' physical, social, and emotional health, and provides a sense of purpose and belonging. Opened in November 2022, Palm Lake Care Caloundra provides the latest designs, furnishings and gardens to ensure comfort and peace is available.",,,,,,,,Availability|Classic Suite|Luxury Suite|Luxury Suite|Premium Suite|Courtyard Luxury Suite|Balcony Premium Suite|Premium Suite|Luxury Companion Suite,,,,Nursing|Medication management|Dietitian,,,$20/day spend; 59% satisfaction; prepared onsite,,,,,,,,,,,,,146.71,293.42,unknown,,unknown,,,unknown,,,,,2026-03-19T10:15:36.268Z,,,,,,
Southern Cross Care Facility Caloundra,Southern Cross Care (QLD) Ltd,,southern-cross-care-facility-caloundra,caaadministration@sccqld.com.au,07 5492 6866,http://www.sccqld.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/l88xqdk1-southern-cross-care-qld-ltd/aged-care-homes/southern-cross-care-facility-caloundra-hf2fl23j,57 VILLAGE Way,,CALOUNDRA,QLD,4551,,,active,myagedcare,residential_aged_care,,,"A supportive, welcoming community with beautiful surroundings, Southern Cross Care Caloundra invites you to pursue your interests and hobbies in a homely environment.",,,,,,,,Availability|Superior,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 45% satisfaction; offsite,,,,,,,,,,,,,115.27,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T10:15:52.056Z,,,,,,
Respect Maleny Erowal,Respect Group Limited,,respect-maleny-erowal,corrine.hough@respect.com.au,07 5494 3844,,https://www.myagedcare.gov.au/find-a-provider/search/jrhqpdq032-respect-group-limited/aged-care-homes/respect-maleny-erowal-1x76mjrdtd,1274 LANDSBOROUGH - MALENY Road,,MALENY,QLD,4552,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Deluxe Room|Standard Room|Standard Room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,126.88,126.88,unknown,,unknown,,,unknown,,,,,2026-03-19T10:16:06.631Z,,,,,,
Bellevue Care Centre,Burswood Care Pty Ltd,,bellevue-care-centre,divya.mannayath@roshana.com.au,07 3550 5999,https://www.roshana.com.au/aged-care/bellevue-roshana-care-qld,https://www.myagedcare.gov.au/find-a-provider/search/gfb8qhmmpj-burswood-care-pty-ltd/aged-care-homes/bellevue-care-centre-kt4c896rgk,53 LINKWOOD Drive,,FERNY HILLS,QLD,4055,,,active,myagedcare,residential_aged_care,,,"At our 99-bed facility, we tailor our care to your unique needs, ensuring a personalized and comfortable experience.",,,,,,,,,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 90% satisfaction; prepared onsite,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T10:16:14.499Z,,,,,,
Nambour Gardens Care Community,DPG Services Pty Ltd,,nambour-gardens-care-community,contact.centre@opalhealthcare.com.au,07 5444 9700,https://www.opalhealthcare.com.au/residential-aged-care/nambour-gardens,https://www.myagedcare.gov.au/find-a-provider/search/ktnv8dqvmf-dpg-services-pty-ltd/aged-care-homes/nambour-gardens-care-community-1stsv58x,9 PRINCESS Crescent,,NAMBOUR,QLD,4560,,,active,myagedcare,residential_aged_care,,,"Nambour Gardens Care Community is nestled in the sub-tropical hinterland of the Sunshine Coast, our charming Care Community is located just minutes from Nambour General Hospital and is well positioned to access the best that the hinterland has to offer. Our pretty gardens are a feature of our Care Community and our chef uses our home grown produce to make delicious fresh cooked meals. We have strong community ties in Nambour and surrounds and are known for our expert care and welcoming hospitality.",,,,,,,,Availability|Superior|Standard Companion|Classic Companion|Classic Plus Companion|Superior,,,,Nursing|Medication management,,,$13/day spend; 92% satisfaction; prepared onsite,,,,,,,,,,,,,88.81,88.81,unknown,,unknown,,,unknown,,,,,2026-03-19T10:16:23.598Z,,,,,,
Estia Health Noosa,Estia Investments Pty Ltd,,estia-health-noosa,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/noosa/,https://www.myagedcare.gov.au/find-a-provider/search/s669mlyw-estia-investments-pty-ltd/aged-care-homes/estia-health-noosa-ktnwk0s9t3,119 Moorindil Street,,TEWANTIN,QLD,4565,,,active,myagedcare,residential_aged_care,,,"Estia Health Noosa offers 24-hour residential care, including dementia care, respite accommodation, and palliative care, ensuring personalised support for all residents. Conveniently located in the heart of Tewantin on Queensland’s stunning Sunshine Coast, the home is just minutes from Noosa Hospital and Clarey Park. Specialist health services are seamlessly integrated into the care model, supported by a dedicated team of highly trained staff. Residents enjoy a variety of social and cultural programs, individual and group activities, and regular outings. Landscaped tropical gardens, homely dining spaces with chef-prepared meals, and a vibrant calendar of lifestyle programs combine to create a comfortable and enriching environment.",,,,,Residential respite|Dementia,,,Availability|Superior Single Room with Ensuite|Deluxe Single Room with Ensuite|Premium Single Room with Ensuite|Classic Single Room with Shared Ensuite|Companion Room with Ensuite|Classic Single Room with Shared Ensuite,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 48% satisfaction; prepared onsite,,,,,,,,,,,,,54.49,94.32,unknown,,unknown,,,unknown,,,,,2026-03-19T10:16:39.225Z,,,,,,
Glenbrook Racf Residential Permanent,Sunshine Coast Hospital and Health Service,,glenbrook-racf-residential-permanent,scglenbrookracf@health.qld.gov.au,07 5459 7700,,https://www.myagedcare.gov.au/find-a-provider/search/7923vff6-sunshine-coast-hospital-and-health-service/aged-care-homes/glenbrook-racf-residential-permanent-hwb7pwwh0,4 JACK Street,,NAMBOUR,QLD,4560,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room|Currently available|Single room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T10:16:49.438Z,,,,,,
Ozcare Caroline Chisholm,Ozcare,,ozcare-caroline-chisholm,carefacility.currimundi@ozcare.org.au,1800 692 273,http://www.ozcare.org.au/aged-care/aged-care-facilities/facilities/caroline-chisholm-currimundi/,https://www.myagedcare.gov.au/find-a-provider/search/jmltgzkl-ozcare/aged-care-homes/ozcare-caroline-chisholm-5jfj0llp,28 Saffron Drive,,CURRIMUNDI,QLD,4551,,,active,myagedcare,residential_aged_care,,,"An ideal example of a modern approach to aged care, the design, amenities and furnishings of Ozcare Caroline Chisholm reflect the relaxed and warm coastal lifestyle of the Sunshine Coast.",,,,,,,,Availability|Currently available|Single room with private ensuite|Premier Room|Currently available|Shared room with ensuite|Shared room with shared bathroom,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 79% satisfaction; prepared onsite,,,,,,,,,,,,,73.36,73.36,unknown,,unknown,,,unknown,,,,,2026-03-19T10:17:04.971Z,,,,,,
Estia Health Mount Coolum,Estia Investments Pty Ltd,,estia-health-mount-coolum,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/mount-coolum/,https://www.myagedcare.gov.au/find-a-provider/search/s669mlyw-estia-investments-pty-ltd/aged-care-homes/estia-health-mount-coolum-mlq8trv7,15 Suncoast Beach Drive,,MOUNT COOLUM,QLD,4573,,,active,myagedcare,residential_aged_care,,,"Estia Health Mount Coolum is a warm and welcoming single-level home in a convenient, quiet location. The home sits at the base of Mount Coolum, surrounded by national reserve land and close to public transport, local shops and the beach.",,,,,Residential respite,,,Availability|Deluxe Courtyard|Nursing Home Standard Room|Cottage Standard Room|Nursing Home Room Shared,,,,Nursing|Medication management|Dietitian,,,$12/day spend; 54% satisfaction; prepared onsite,,,,,,,,,,,,,83.84,118.42,unknown,,unknown,,,unknown,,,,,2026-03-19T10:17:20.398Z,,,,,,
St Mary's Coolum Beach,Tilburg Proprietary Limited,,st-marys-coolum-beach,info@stmarysagedcare.com.au,07 5446 5096,http://stmarysagedcare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/3225wmr5-tilburg-proprietary-limited/aged-care-homes/st-mary-s-coolum-beach-jmymg534,17 MAGENTA Drive,,COOLUM BEACH,QLD,4573,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Single Suite|Luxury Suite|Couples Suite|Couples Suite,,,,Nursing|Medication management|Dietitian,,,$11/day spend; 52% satisfaction; prepared onsite,,,,,,,,,,,,,125.75,132.04,unknown,,unknown,,,unknown,,,,,2026-03-19T10:17:35.915Z,,,,,,
Irt Woodlands,Illawarra Retirement Trust,,irt-woodlands,myagecare@irt.org.au,,http://www.irt.org.au/aged-care-centres/location/irt-woodlands/,https://www.myagedcare.gov.au/find-a-provider/search/kjl17x7-illawarra-retirement-trust/aged-care-homes/irt-woodlands-g1b8dn5vk,22 Lacebark Street,,MERIDAN PLAINS,QLD,4551,,,active,myagedcare,residential_aged_care,,,"<p>IRT Woodlands Aged Care Centre is located in the peaceful community of Meridan Plains, nestled among the trees of Queensland’s Sunshine Coast hinterland, located within five minutes of the town centre for grocery shopping, cafes, local hospitals (public and private) and doctors.</p>",,,,,Dementia,,,Availability|Premium|Superior,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 69% satisfaction; offsite,,,,,,,,,,,,,157.19,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T10:17:51.174Z,,,,,,
Arcare Birtinya,Arcare Pty Ltd,,arcare-birtinya,desleigh.fabian@arcare.com.au,1300 272 273,https://arcare.com.au/residence-locations/birtinya/,https://www.myagedcare.gov.au/find-a-provider/search/kw854rw3p-arcare-pty-ltd/aged-care-homes/arcare-birtinya-nw8dsl14r4,14 WATERSIDE Retreat,,BIRTINYA,QLD,4575,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Grande|Premiere Plus|Deluxe|Deluxe Plus|Premiere,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 67% satisfaction; prepared onsite,,,,,,,,,,,,,136.23,203.30,unknown,,unknown,,,unknown,,,,,2026-03-19T10:18:06.185Z,,,,,,
Woodford Manor Aged Care,Tingari Group Pty Ltd,,woodford-manor-aged-care,natalie.chilcott@woodfordmanor.com.au,0448 151 272,https://www.woodfordmanor.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/g9thtrmkd-tingari-group-pty-ltd/aged-care-homes/woodford-manor-aged-care-p3q6y760rn,12-14 MARGARET Street,,WOODFORD,QLD,4514,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Deluxe|Premium|Premium Suite|Superior|Superior,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 79% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T10:18:21.161Z,,,,,,
